rank,dead,online,name,level,class,id,experience,account,challenges,twitch,ladder
178,FALSE,FALSE,__Ryoma__,100,Slayer,17ecddf1014d401458295054a6887e6ec39d4eb24926d7f20f1d671643255cdd,4250334444,Dr_HOUSE_,40,drhouse66,Hardcore Harbinger
178,FALSE,FALSE,LeeDiesByHimself,93,Juggernaut,bed08954afe430baa8e7c42e1260454bf7c9d08871b54e9074eec3ad04201f46,2654073117,Gnomercyz,33,null,SSF Harbinger HC
178,FALSE,FALSE,BommekSSFbtwhaHAA,95,Slayer,e6b4533005f4fa6c29a814b6f9a643be9fb623f79a9282668e59f5a48433043b,2876116901,DerBommeK,36,derbommek,SSF Harbinger
179,FALSE,FALSE,HarbsRF,100,Berserker,0d5139b5b7668640d4849bb41c61fbf6ec0061693516e606186c8d09449ed44d,4250334444,L4gY,40,null,Harbinger
179,FALSE,FALSE,cuz_cuz,93,Slayer,76744a07de687e2d03d7a8fda0897731689ad6eca31c9370e7f51d1a39254074,2646795351,banshoon,23,me_bobo,SSF Harbinger HC
179,FALSE,FALSE,crushinton_NerfNecro,100,Necromancer,f4c0a084c3d6ab486bee2cf325c7b2e8487d75fd004a9de17b7b28b344256849,4250334444,crushinton,36,sircrushinton,Hardcore Harbinger
179,FALSE,FALSE,Neonflaxx,94,Berserker,fbc38b407c447cc808c1eb60cf7c8ccce0d39a8d4a13df7a58a90c86333c0ffc,2848542634,Thyradon,25,null,SSF Harbinger
180,FALSE,FALSE,sv_Burninator,100,Berserker,290d3c20afc158942de8551db1d970b7af47a0a185ed5f80a95c15a8bfe73245,4250334444,sv_cheats,36,sv_cheats_0,Hardcore Harbinger
180,FALSE,FALSE,Harbinger_SLDUtwo,100,Chieftain,6c23568b28ed317597edd316c48b0cdc0d43b203e44486e5e51c96a0963eac27,4250334444,solagdoyou,40,yuweii,Harbinger
180,FALSE,FALSE,shittybuilddamn,94,Gladiator,ca22cece8527c5c22cf11190873512eb003abe75aea12c2c7b9c1092b69ddb03,2838650369,Deathstar13,24,null,SSF Harbinger
180,FALSE,FALSE,Kiyan,93,Trickster,fa2acc8ef74d010fdffff2aeddf721ed87f802b865aadebd326a7df5379ba937,2642639115,sunstr1kewh,27,null,SSF Harbinger HC
181,TRUE,FALSE,jbFifth_D,93,Juggernaut,3aed6f8c8d3a793be61a375a194874573315eb875fdcbe69ff0782aad994300d,2628317948,jb5th1110,22,jb5th1110,SSF Harbinger HC
181,FALSE,FALSE,Kerkrom_snot,100,Slayer,53065e0852e2a92dd3cc90b8ca18778ea8927aaea774f0fbec6107bd19b3a4e4,4250334444,Kerkrom,39,null,Hardcore Harbinger
181,FALSE,FALSE,Syrtis_Scion,94,Ascendant,70ef1d32914517b7eded44042bc57e2ab29dcd12d7ef2e59d225a808243363db,2832722790,Syrtis,37,null,SSF Harbinger
181,FALSE,FALSE,_Strawberry,100,Pathfinder,dd878e50c576927d72dc13b1da2a5d19159df711777903bd510144565dcdbe95,4250334444,Casie0046,30,taizqt,Harbinger
182,FALSE,FALSE,STanliHarbinger,100,Gladiator,137947f4961f4d8af93cdede22785d74c3ae1137edf68cbd2923826aa723889c,4250334444,STanli,25,null,Hardcore Harbinger
182,TRUE,FALSE,rafa_harbinger,93,Hierophant,5f0a821389f6112cbcdfcb465d4d06f390f0cd89eaa48f97c56fa8adf20ffb53,2618002600,rafa5963,27,null,SSF Harbinger HC
182,FALSE,FALSE,Rennerth,94,Gladiator,b903a5b95f4e1beaeb759c4b645fe5551d7026af1cc88df7b05f653549f45205,2829963144,Loxzn,29,null,SSF Harbinger
182,FALSE,FALSE,LukretsiyaTOP,100,Necromancer,c912aa212d9c29ad00cce7c34fbd161bcf1287923152a345ccdee429ab7ed23b,4250334444,Love_and_SnuFF,26,null,Harbinger
183,TRUE,FALSE,monstortots,93,Ascendant,50ccebbe2d2a5f21b7caadbddcf10d1a445a1bfd06f5907ef809d8b90f6f3fa0,2609473484,pathofexileguy,37,null,SSF Harbinger HC
183,FALSE,FALSE,l_________l_________l,100,Pathfinder,6c6af4f252f3c1a7274079ac37a6eddbb39085fae04830330f42d299459929ad,4250334444,Lir_,36,null,Harbinger
183,FALSE,FALSE,Elmdhor,100,Slayer,78f98a9a05521adeaf89265e3346f31dbf1f09bf85ced7c201424d7eac74002d,4250334444,methodrik,28,null,Hardcore Harbinger
183,FALSE,FALSE,Automatix_boy,94,Saboteur,7c27c2a320bc3a9ee0b89e349585c0fd603e1896706be6f6351d0188ba2e85cf,2829025473,Automatix,36,null,SSF Harbinger
184,FALSE,FALSE,Utopian_Rage,100,Guardian,1b3ed0fd5d41d9f78beb1bf99830ae8bb29938f203f2a6a64afe3068b4f7e6e8,4250334444,Utopian_rage,38,null,Hardcore Harbinger
184,FALSE,FALSE,Senajsh,93,Necromancer,2d4c1e16abd373f2304ef4e84f56f7ed0e1ec366b8cf3ae6b246a12e97a3d247,2608243182,ArturVilela,22,artur_vilela,SSF Harbinger HC
184,FALSE,FALSE,TitanSwift,94,Slayer,8311803ec04226910acc3d1a6738bd69b2a29f6369650afcabb7183efb313031,2820124377,Crockerz,29,null,SSF Harbinger
184,FALSE,FALSE,PietyLULCream,100,Pathfinder,ec24c513d4cf91412bbfcb2a2f289472ce74b6e7de80de99d1701f6e275251d3,4250334444,Slax23,40,rickymarten,Harbinger
185,FALSE,FALSE,TycrusIII,100,Berserker,011b773ad7b94d5e625a4682afdf37f12a7b81969deb2663e48f01c6744fe463,4250334444,tycrus,40,null,Harbinger
185,TRUE,FALSE,Tequila,93,Gladiator,3038dd43e20632266f95006b1cf39af76ba3fdff50b4f38304cd3680774dc3a7,2607458596,Kim_Kardashian,36,null,SSF Harbinger HC
185,FALSE,FALSE,JapiSlay_Harbinger,94,Slayer,f215452974a29cd4e6e515f09d38199c44b6c7d6af91d78183f16dc80a5842c5,2800407962,JapiLe,28,null,SSF Harbinger
185,FALSE,FALSE,FenrilsSkeles,100,Necromancer,ff2fbc690a433d4575111a1ad97e69a66b1ecabbe7064c340b0da00b388931d4,4250334444,Fenrils,34,null,Hardcore Harbinger
186,FALSE,FALSE,FlushBitch,100,Hierophant,3bbcc279c625e83a1e27b7395a9bf22de9c82544abf839e88c8bf7effa3be67a,4250334444,HappyFriend,24,null,Hardcore Harbinger
186,FALSE,FALSE,TeQUILa____,100,Inquisitor,891b0add428fd71878518561041415ad1ea2cba3ece552242b70947f2359efd5,4250334444,Fixsta,40,fixsta,Harbinger
186,FALSE,FALSE,ED_to_rule_them_all,94,Trickster,a088fe98de130dd7bc00a969bc0626ea5749345ec0a7a1dddb85f223d3f023c4,2793871831,ZuchtY,26,mr_anderson90,SSF Harbinger
186,FALSE,FALSE,BarabulkaED,93,Occultist,cde73ea92b6f0d2fa558aa155f9cd469078a6d2d0d515dce9c8f24bcec3964bc,2597338837,beznadega,25,null,SSF Harbinger HC
187,FALSE,TRUE,MelodyLover,100,Pathfinder,3caddbc7b4633dc8e173ad656b44029e1e0855deace9cb6620aade12f355df13,4250334444,y0urs0ul,40,null,Harbinger
187,FALSE,FALSE,Kitaoz,100,Hierophant,bb295b11d62e6646c09e41c7747a647f714ac2c3a65e5c545a5233aace27ec97,4250334444,Lysithea,36,null,Hardcore Harbinger
187,FALSE,FALSE,Jaedh,94,Raider,c191ed3e83c22fe64c19c2c6f1cf8962e63cddcd9f821ae38e2c65ed90973b0f,2790443871,Jaedhann,32,null,SSF Harbinger
187,FALSE,FALSE,rGCfxjFVcS,93,Trickster,dddb050534ee0e4866e0d8f243b10c76750203cd0c12e7ed56d55daf1dd2b2f6,2595875446,DUKE_OF_SNUFF,40,jauer_poe,SSF Harbinger HC
188,TRUE,FALSE,Laminarija,93,Slayer,11ddc5f17139af74c82a609c85fe9d0f937e6a8082c38e073d2c976d9014caee,2591599373,laminarija,30,null,SSF Harbinger HC
188,FALSE,FALSE,Noctvrnum,94,Gladiator,481cbd0564d17bf910ccab93ae2d3f972932cc52031d1310fdfbb0c0dbb14a12,2789722071,Middian,30,null,SSF Harbinger
188,FALSE,FALSE,BiZuiLaChouBaoYu,100,Elementalist,597144d3e50093b201b562c9a78546c764ca84ec187fd56e6fe4f4ec67b6599d,4250334444,紅塵呦,35,null,Harbinger
188,FALSE,FALSE,floral_hairpin,100,Pathfinder,eb634dc103b368d3a311ad5a86bf11c6a2ebeb83d7fa19d570a4d8daac406bc7,4250334444,i8037,36,null,Hardcore Harbinger
189,FALSE,FALSE,Woochi_LastBurst,100,Guardian,18e6dbc377cefef6e051e3b1daa32b8ee0cd9fa61b5b3b45db62835523f58ee0,4250334444,MagmaHCF,40,null,Hardcore Harbinger
189,FALSE,FALSE,izi_brizi_izi,100,Gladiator,350eea8561a34ac5dc34b0cc246fb7b4cb9800e1120ec2e4efc3e961a477a4ed,4250334444,maxim32russs,37,null,Harbinger
189,FALSE,FALSE,cKhyro,94,Gladiator,c48bc9d497f49f9fb6772d75a2ecf411bb85f5715ee77071d6ef4cbc29d64484,2787201055,herbaltea,30,xkhyro,SSF Harbinger
189,FALSE,FALSE,WnightNoobass,93,Necromancer,de30e7e4c11b1fe553d88899c444c715bf647a78fa6417058c608d692a76867a,2585894311,Wnight,24,wnight_hc,SSF Harbinger HC
190,FALSE,FALSE,FartOfOriath,100,Slayer,08a57fe812bec00ffdacb1c311313d3d2b7c1fa23dc491a38a8dc9ecec240fa9,4250334444,Trolltew_CZ,40,trolltew,Harbinger
190,FALSE,FALSE,BrownManKnowsBest,100,Inquisitor,7943c6c711ad5c6d4324c627c7729087fa0aeba4617072c000f363d7a461bcee,4250334444,Deekdeekin,29,null,Hardcore Harbinger
190,TRUE,FALSE,Tavore_Paran_,93,Necromancer,847814c2c22e3538d299bda63f226005166599c17a46a9deaa21fb01a3b1f08b,2585838809,Varel14,24,dorrieb,SSF Harbinger HC
190,FALSE,FALSE,justclickinbutns,94,Chieftain,f977e48e977ba0403ea530ec2b663341f394fd2e76862dfba708239c3f91eecb,2786546620,kebabsallad,26,null,SSF Harbinger
191,TRUE,FALSE,Fawcan_Stove,93,Berserker,0490a00668438b5dadb0584639928af7545087bdd381a49ff40764ecea6b14a3,2584182828,Fawcan,40,fawcantv,SSF Harbinger HC
191,FALSE,FALSE,sanpogirl,100,Necromancer,456c3e90a9bb4448bcebbf652bac711d618fe5e4397af2f5bf0478b92c938b76,4250334444,kororin,36,null,Hardcore Harbinger
191,FALSE,FALSE,PathOfCrashCore,94,Necromancer,7eebd7aa93f29ed62c62fb3cf74b2eb4c4473e1a3889f0debd008e8e42414bdf,2777983819,painfrais,21,null,SSF Harbinger
191,FALSE,FALSE,JustWanding,100,Pathfinder,b663a41d12944b1dbbc600def2df7a114659e405f7dcf4971e31fb3794418a19,4250334444,HitsDetected,40,null,Harbinger
192,FALSE,FALSE,ToasterOnFire,100,Pathfinder,58403d85f129a5e308cda1327a1e3dd9722572f6894be180f7dd9bcf670d79d0,4250334444,Toaster404,36,shockingtoasters,Hardcore Harbinger
192,TRUE,FALSE,diedtoKitavanaXDXD,93,Slayer,7fd7b1c14135e45f203b4884875e61c50240db90cacd4b633a9ce07a1a14bfc8,2578564935,hidanxxpainxx,22,sprussegg,SSF Harbinger HC
192,FALSE,FALSE,HB_puni,94,Raider,acbd6f5e77cf3fb46b6922ae474be42592f814e4794526e9007837f3d4d16b89,2767149313,puniokun,36,null,SSF Harbinger
192,FALSE,FALSE,StrafirHarb,100,Assassin,e61e9d2ebb899162e3cf0cf023f1e32d4e9eeb2b45b0629e3a8f291178c8e95f,4250334444,Strafir,37,null,Harbinger
193,FALSE,FALSE,Tenda_Tara,94,Raider,086e70308a0179aa576197d02ce062fd63ab879f02a24a460b96dd321667f60d,2766941787,Tenzonian,24,null,SSF Harbinger
193,TRUE,FALSE,НежноГлажуСвойТотем,93,Chieftain,0cadc59ad0f6a5d542d2a309ec070cc1c4c5d8619c052016f8d6c2f44216f17c,2576592963,cuan_A,32,null,SSF Harbinger HC
193,FALSE,FALSE,LivingDeadPomera,100,Ascendant,56082e5d68ed175b953b2410777dbd933b18877cbd57274643b46b512fd8d3d1,4250334444,whippet,26,null,Hardcore Harbinger
193,FALSE,FALSE,LivingDead,100,Berserker,b841a8bed6e7b0ca27b061a94564895bd5b2e00f51f5c7d773e12c5de6b6f1b0,4250334444,Hurtz,29,null,Harbinger
194,FALSE,FALSE,leona_Landsberg,94,Necromancer,012678f9f3a34cda720861be94777b2e60d102eddec797f7c328063705f4f635,2763883091,Tyrdal,23,null,SSF Harbinger
194,FALSE,FALSE,KobeTheLegend,100,Berserker,3124689f60094aadf4f470d8556cd973e5a80e666e1cf29068ba8e28b30b0c85,4250334444,Voegelin,40,voegelin,Harbinger
194,FALSE,FALSE,_Subarashii_,100,Necromancer,36fca55c314cd2462e5b35bffbddf3cf6425f221de5df3ac8c631d41a2c5f997,4250334444,SirSmokeALoT666,36,sirsmokealotpoe,Hardcore Harbinger
194,TRUE,FALSE,Whitewtf,93,Chieftain,a05810d4d00a4e718f855b6e3b4eb67495109f7f8898cc18c7cae5dd9b1192db,2574273692,aaimwhite,31,null,SSF Harbinger HC
195,FALSE,FALSE,Neelikz,100,Guardian,4db18ac8f0534ecdef10aed0b18c0c43cab43d820e64e983ebf3cc31b0cc7b8a,4250334444,littleice,36,minickarn,Hardcore Harbinger
195,TRUE,FALSE,house_blend,93,Trickster,50f2513d3103117b86675b77f63a90b07a44acca04ee41da16916f079e92c2c1,2574128759,Wrei,24,null,SSF Harbinger HC
195,FALSE,FALSE,HARBINGERBITCHONCOKE,100,Juggernaut,6c36e5a2e74e581778ca3af1b9763a90edfe9e2c0a2ed1378eb0827dbd49738e,4250334444,Lapdancecola,40,lapdanceoncoke,Harbinger
195,FALSE,FALSE,Tryhardstarboy,94,Slayer,b757acdfa7e7cfde73762c4b61eac5f8410553cf2b5e497850756ccec75b39ff,2763780007,7silence,37,null,SSF Harbinger
196,FALSE,FALSE,MissCapricious,100,Pathfinder,4272b1db63829062e7f0200e675e0d1d97a50bdc8f1255814da467e96a427f43,4250334444,martinwub,37,null,Harbinger
196,FALSE,FALSE,IconOfEternity,100,Ascendant,4f94da9a82b99e6deddf6c5a77a3dc97d298c228e5f3b8847b9c156d93b11ae2,4250334444,StupidFatHobbit,30,sfhobbit,Hardcore Harbinger
196,FALSE,FALSE,WvkanyRuzT,93,Necromancer,572b053ce886c1b03eae075bbaac0c459ce26b184e4fa521d2cea99b7a37a048,2569736327,Marciello,22,null,SSF Harbinger HC
196,FALSE,FALSE,Elethreon,94,Gladiator,5993f01f1d6083514c3d512e0633d75a96562464ead91a34dd416e8d7005774a,2755552780,erdgeist,37,null,SSF Harbinger
197,FALSE,FALSE,LeyFeuerZeug,100,Berserker,27c0a67998ea2ddac2cd70f8d201406cfb843ce483cd949d775bf209590f5e84,4250334444,Durrr,32,null,Harbinger
197,FALSE,FALSE,T_V_T,94,Slayer,484c1cc84c33aba4507210fd269d627f3997cd2324e9dd3262dbffe2420c06c9,2753458743,ThammY,26,null,SSF Harbinger
197,TRUE,FALSE,Hablababla,93,Berserker,958cb8b8cc0fc000097ada9d35cf66368d3023e0003c785428e4685301c1bffc,2569575720,Argabarga,25,null,SSF Harbinger HC
197,FALSE,FALSE,cujira_smash,100,Chieftain,dbfc5701fae4d69058e3a6a5566aaf7210930efc0edddaa6403d5fc2b28dff5f,4250334444,HOGEI,35,null,Hardcore Harbinger
198,FALSE,FALSE,Swift_Bleed,94,Gladiator,361f579b88a03319b602b20d441267e2eca62067359cae7b0380a6420d4af335,2752554615,South_North,27,null,SSF Harbinger
198,FALSE,FALSE,LaggyJoe,100,Raider,4d362ffd171e7ea67dfebf07fde00799adccb6e79ceb8eb16fd49b004e2436a4,4250334444,d2trust,36,gamerjoe23,Harbinger
198,FALSE,FALSE,SSF_OnePunchMan,93,Slayer,5198d6bfcfe2fda36d7c1a3cb304b58e0ff5f56b442236ac9efcf23109a4e44a,2568729716,sgoggles,31,sgoggles,SSF Harbinger HC
198,FALSE,FALSE,RoidsNinetyNine,100,Necromancer,a59a131e4fb084a84826a3cef050442716735a1402f4584b41652ae9dddb14a0,4250334444,eQualz1,39,null,Hardcore Harbinger
199,FALSE,FALSE,AhoGirls,93,Ascendant,4ab37ec459cac2ddd2259b14ddac9eabe8bd0e16e90dc571e6aa99ef629d618b,2568417280,07Ghost,29,null,SSF Harbinger HC
199,FALSE,FALSE,itsaboy,94,Berserker,741a6c9c82030aa09b6ee2a81e0e97293bc38f6254c0785ac387eb5281f7ad2c,2745062540,Heyhowareyaimdoingfine,25,null,SSF Harbinger
199,FALSE,FALSE,BlackBarrHHC,100,Gladiator,d0a0dd992e2b3ac69062fbb0ac168b3c19d450b49587ea583af1fad0176c00a5,4250334444,Barrakud,27,null,Hardcore Harbinger
199,FALSE,FALSE,Ransher,100,Pathfinder,edf2e0e297afab4bea1e87bc559135f7ed53977c2887349fc78a56f5ffa1baf4,4250334444,MrVicdu73,36,null,Harbinger
200,FALSE,FALSE,HarbRFrfrf,100,Berserker,287202c5b4beff300b1fb75d87aa99a2c93a68712116ee6c2f5b51e6c265efda,4250334444,new_hustle,26,rditrov,Hardcore Harbinger
200,FALSE,FALSE,ZeroVariance,94,Chieftain,2ddafc58ab32ed110435186b060e6e79cd3628d36789b2bfb67336a8260195c6,2741604185,Vari_Ance,25,null,SSF Harbinger
200,FALSE,FALSE,Death_RF,100,Berserker,e197c71845f298eef1c7b069193f7d51996de86645514c8dc8a2bca346cf325a,4250334444,Valgaav86,36,null,Harbinger
200,TRUE,FALSE,Dev_Har,93,Gladiator,f62ee5fcfb0593485613668e9a2d6ba07c6bc9f62b7ae2e978646523c4a66c8d,2568255022,Develina,40,null,SSF Harbinger HC
201,TRUE,FALSE,AprionDed,100,Guardian,2a4b0209588347b7740c34be27d8a4042a447060ff0c923c4a8c9ba32b99ff88,4250334444,ProstoApri,40,null,Hardcore Harbinger
201,FALSE,FALSE,Aaborg_Harbinger_Scion,94,Ascendant,2eddaf6722b996dff918b3dd23dc24781c9563546dd4508a92a5eb630f373f8a,2734730282,Aaborg,39,aaborg,SSF Harbinger
201,TRUE,FALSE,ProzonHarbingerII,93,Slayer,34c07fd89863a89467a68dd8b7a705fde230837af2dc8e81abffe0cc305121cf,2565886350,Prozon,26,prozon90,SSF Harbinger HC
201,FALSE,FALSE,Fresh_Harb,100,Occultist,4cd0e273db471b0fea540895d9878a0b6479df646ec7186462d86fc6a082c116,4250334444,Fresh_fruits,40,stef2005,Harbinger
202,FALSE,FALSE,Falling__Illusion,100,Berserker,60739ef89627810b0c15ec4bca96a04a176cc8064eb106c4cd800e81e13a9214,4250334444,Heavenz,40,null,Harbinger
202,FALSE,FALSE,SprayingItAllOver,94,Raider,9719f095c24e3e80ad1e0b3444ded2bc8ae7b2553fb092944ee8a86e787e8d57,2731688617,patlefort3,39,null,SSF Harbinger
202,FALSE,FALSE,GarbingerRF,100,Berserker,a85f69da45dc056ddcbc1b5d19df435a509ce62a73aacfbe20a5f24ac5cfb2de,4250334444,Hatstick,37,null,Hardcore Harbinger
202,TRUE,FALSE,HarderBigger,93,Berserker,c4602618e172eaacc5ebbebc1f2701b33e4fb1dda3961b4b9ccbbde909caa992,2565530402,xxxxAnarkixxxx,36,belosnega,SSF Harbinger HC
203,FALSE,FALSE,NinoWanderino,100,Pathfinder,8755a6613a5e5d929123e0983aea325c3951e3a491dae6a970b39d8e5503ea73,4250334444,ninorly,40,qualdemar,Harbinger
203,TRUE,FALSE,MATLAB_REEEEEEEEEEEEEEE,93,Ascendant,c1f62b021269081960230dcda25a54ec7d3f8b238c68234bf379ee168f49270c,2549876365,Karatecowboy,27,null,SSF Harbinger HC
203,FALSE,FALSE,Valaineral,94,Gladiator,e830f615ed30ce5015c98de69e871683b1ebb056cbd1b34e763d5feee03d0f27,2722959737,Salvia,33,null,SSF Harbinger
203,FALSE,FALSE,JustBeHappy,100,Berserker,f2c05c77599c2c267ba7d5a5e047dcc352236931b19346f866085ac803755348,4250334444,Endalay,28,null,Hardcore Harbinger
204,TRUE,FALSE,Wildcard_II_SSF,93,Necromancer,2c48fbd034a4f494dc30bd45ebfb0ec7daa338383bdd49f826ff0dd7be33172b,2549262640,omniunit,37,null,SSF Harbinger HC
204,FALSE,FALSE,ghyxlDswkg,100,Pathfinder,b41d06ec83505dd6e29d5b470adc141a5fddfa9382f80d92fcd84770630959d0,4250334444,Shakemymilk,40,null,Harbinger
204,FALSE,FALSE,Toni_Water_Dork_SSF,94,Chieftain,f1d78747118d6390812d90cf3ea550fbc76acdd096f69510b3aa1795bb1ddba1,2719284507,Toni_Water,31,null,SSF Harbinger
204,FALSE,FALSE,VeroneHarb,100,Champion,f4dc58d3463b7b7deea6d509a25673d1754592f9b82580b2683fbcc8313828c8,4250334444,Aleehuk,35,veronsi,Hardcore Harbinger
205,FALSE,FALSE,I_walk_the_line,93,Gladiator,179da814fe294fac5b563fa19aa7e5885dc5aeb9827c011477b0bab461fdbc0f,2549182367,Mashavu,32,null,SSF Harbinger HC
205,FALSE,FALSE,Chucko,94,Trickster,716d930ad475c063c5a5d92480d928533c83e2f6b74c762c7f06c7e36a14ccfa,2716428796,Crisp,29,null,SSF Harbinger
205,TRUE,FALSE,GuardianKj,100,Guardian,a6aaeab36abf84e94634ce4806b20135b8c473162c2a6a9e6613671d14073be3,4250334444,guardianj11,37,kellhunter,Hardcore Harbinger
205,FALSE,FALSE,FnCatarinaWineMixer,100,Necromancer,dc01e22cde1aa73f8056ff7b21b4f18174f9fc057e50458e1838ead0ee2d8a7b,4250334444,cnate09,36,cnate09,Harbinger
206,FALSE,FALSE,Anapoe_HRB,100,Raider,3f1f148650e46142908ef3b8bb8845bd4c698af7f29c9cbd6af1ec8ca6bc7084,4250334444,Alanti,28,null,Harbinger
206,TRUE,FALSE,Alrint,93,Trickster,3f99cbebc79adfe3b9a4f36858e8d5a2723808a32f08733140e8174e7661a9fc,2548833534,arkandor,22,arkandor123,SSF Harbinger HC
206,FALSE,FALSE,poohdp,100,Ascendant,6bd37e995eb2ccd1f8b0cdadc33d289caad3f291f84eafcd4f18b3e431e9b95a,4250334444,snakenecr,37,paradisenotforme,Hardcore Harbinger
206,FALSE,FALSE,Necrosferatu,94,Necromancer,a0242488176124ee6d383e6e94f813311a3a9e1c412dc759dc66813702dfd301,2715731765,Morgul,28,null,SSF Harbinger
207,FALSE,FALSE,FastAssFuqBoi,100,Raider,8b20fbcbd98a7a3543976481d2b7ae3ae76fcb0258875fb816d127839b0fca91,4250334444,Diablo3BestARPG,39,joseph_bro,Harbinger
207,TRUE,FALSE,Profetian,93,Gladiator,baa750915ba6e590655305881a867b44bac7ce63dffbe72a7637ca077c85d328,2548119709,Kiwinist,27,null,SSF Harbinger HC
207,FALSE,FALSE,SaruInuPheasant,94,Necromancer,c93583f668f5d04af8189e93d6410078972ac070b168981530fbcc1da4bf5632,2710617930,pleaGRC,40,null,SSF Harbinger
207,FALSE,FALSE,ZINIDINZIDANE,100,Deadeye,d2ea0f5ce1f0a3c5068e5cf6de6afc8fdbf7b78fc0433871c7efc2d4c3c465f6,4250334444,beastzzek,34,null,Hardcore Harbinger
208,FALSE,FALSE,Dethorx,93,Champion,097143f00c22fd3d1325cf6ec7c104ebd90c30c725b1692229233ad4a0d198fa,2545906547,Thorxy,25,null,SSF Harbinger HC
208,FALSE,FALSE,NewTraitIIR,100,Inquisitor,5f1cc991013d5a14a17275ed2d8b4395ebee83034a78772f5cb184ca6b8afbb1,4250334444,Ntrait,40,new_trait,Hardcore Harbinger
208,FALSE,FALSE,harnixssf,94,Gladiator,92e63f6a43b37dc72b99fd13bcfeef94964c7f8bbf4fbfa20865d4db82e25fbc,2710407897,arnix,25,null,SSF Harbinger
208,FALSE,FALSE,FetusFajitas,100,Raider,f210a94323d45a4add4fb6ab32af967373bae7b05ddb50732a63633e85d867ce,4250334444,Axug,36,null,Harbinger
209,FALSE,FALSE,BluePartyHat,100,Pathfinder,30dd8f696a163722ad57514ba2a8de1b644fe810ef115b8b27c0cd323b3830fa,4250334444,Glaciez,40,null,Harbinger
209,FALSE,FALSE,Tacitius_CS,100,Necromancer,57b94cb1b511c5de0dbe6557ae98aed5f7d82ccb4cc91574660e1513d5c356f0,4250334444,Tacitius,39,null,Hardcore Harbinger
209,TRUE,FALSE,vivnSMAGGIN,93,Saboteur,5996a4601b8b2b0c4f6759910c1c9a5e44d30f31b923d71f0947aa9653a73db1,2544433425,vivn,28,thevivn,SSF Harbinger HC
209,FALSE,FALSE,secret_waifu,94,Raider,f74b93f59aa60ba7983e56ef1539602a2f801526c00c4fb832947df63c7504d5,2705735186,sunnymarcell,24,null,SSF Harbinger
210,FALSE,FALSE,ErkuPerku,100,Slayer,2d0f150470b07170ac5503a1928bc309143e2d15852efd46cf6f498746f5462e,4250334444,Erkanprime,29,null,Hardcore Harbinger
210,TRUE,FALSE,UITJAKGMAgmal,93,Necromancer,3bf260be56117d9c27b697cd959843ce4ac68d8cb386ff77eef151e9dcb435e6,2543333331,noonnd,21,null,SSF Harbinger HC
210,FALSE,TRUE,No_panty_gentleman,100,Raider,79affedc17486f3522b90739e1c594f903a6d1b10e13e420f189529ccbcdc6a1,4250334444,yjwpig88,40,dok_kki,Harbinger
210,FALSE,FALSE,Flickosidae,94,Deadeye,950e784c81b63c8b536d14a61ff080d02e162a7aa244cb64e2ccfe24328b7ae7,2705575802,Ningishzida,35,null,SSF Harbinger
211,FALSE,FALSE,drTo,100,Chieftain,12df1d67c221a25b19f1a865dc6569d73f1eadd6b2b1384bcea8de3f0de6ffaa,4250334444,wirus_pp,36,n0o3,Harbinger
211,FALSE,FALSE,SacrificialSticks,94,Ascendant,1ac1391d0fa4f1039075d0acfb76a9dce3fddd77ce2e8f53525f50b3ab0c3040,2703145394,q7bee,28,null,SSF Harbinger
211,TRUE,FALSE,K_krystianOnSSFHC,93,Juggernaut,4439979934ba7d53e29c03450ac1744de0b2010a017747066c81d503f5148dbb,2541514762,PS4ever,27,null,SSF Harbinger HC
211,FALSE,FALSE,CluckEye,100,Champion,76ecf45436f4d5b7d0aa2a5d56b65871f6ecad8a67e17f75d6ea220aedf11e24,4250334444,Hepzibahjsp,36,null,Hardcore Harbinger
212,FALSE,FALSE,Bomjik_SSFHSC,94,Slayer,3a7a777b6ff67fcd8eaa719c6af7e75bc87d7b9d921d81c3e9fe07c18023c612,2702145830,RandomFromMD,36,null,SSF Harbinger
212,FALSE,FALSE,tsrhb,100,Ascendant,a551f7c9e1d32fc6570fa074f065d68eaecc252556a4d538abe8447dfb4f8ffc,4250334444,Tsar,38,tsrpoe,Hardcore Harbinger
212,TRUE,FALSE,Dev_FBagain,93,Raider,b87cbfc90dab4ad692de28acbd958c45fce7e41908d9af1652b7c6f90ef36119,2536849568,Develina,40,null,SSF Harbinger HC
212,FALSE,FALSE,TounyMontana,100,Slayer,c34ac77f46bb083cd8ecf527339a2cc6d1c30e225c7fb6b2c5417a81e8e17185,4250334444,Darpala,37,null,Harbinger
213,FALSE,FALSE,Бррррррр,94,Trickster,16c660e01c5d5eef843717fcad47197b289b8158d5f84b4bccadb01d66118aaf,2702018766,Bullka3,38,null,SSF Harbinger
213,TRUE,FALSE,Arrgh_V,93,Gladiator,50266b9221f3c1f22e3d7a7a1fc3f10ace373095903a8d90c3906a4750a67b3e,2534305726,Hyphens,27,null,SSF Harbinger HC
213,FALSE,FALSE,iLLdieAnyway__,100,Gladiator,8fc6b001635e55bb86d4de9cfecbe6b10c187b0be06e8444c1b9ba43747b18cb,4250334444,zeldzioszka,24,lancmis2,Hardcore Harbinger
213,FALSE,FALSE,RighteousFaya,100,Berserker,d0f8408d047fcfd2f4b16242bf996d86c9b4272c1eed40392282d407605ee937,4250334444,edy14x,25,edy14x,Harbinger
